ID_Empleado,Género,Edad,Cargo,Departamento,Años_Experiencia,Horas_Trabajadas_Semana,Numero_Tareas,Nivel_Estrés,Satisfaccion_Laboral,Evaluacion_Desempeño,Salario_Anual,Bonos,Promociones_Ultimos_5_años,Horas_Formacion_Anual,Cursos_Realizados,Certificaciones,Absentismo_Laboral,Accidentes_Laborales,Rotación_Personal,Rendimiento
2075,Masculino,37,Piloto,Mantenimiento,2,30,11,5,10,2.6300570971133723,137919,9425,3,77,0,4,1,2,No,3.596153846153846
2076,Masculino,23,Ingeniero,Operaciones,5,44,14,1,1,2.4842301183092417,108663,4542,0,63,0,0,11,2,No,2.519230769230769
2077,Femenino,51,Agente de Tráfico,Recursos Humanos,20,30,14,5,10,3.888818238673852,71465,830,3,51,3,0,0,0,Sí,3.6538461538461537
2078,Masculino,41,Mecánico,Servicio al Cliente,23,44,7,10,5,2.0367174748292918,86064,7632,2,39,7,3,11,0,No,3.2692307692307687
2079,Masculino,59,Asistente de Vuelo,Servicio al Cliente,29,44,7,4,3,1.2282885344282137,108033,4288,2,53,0,2,7,1,Sí,3.2884615384615383
2080,Femenino,49,Analista de Datos,Finanzas,31,30,6,6,7,1.2217689846089241,93221,2860,2,16,9,2,2,1,No,3.4807692307692304
2081,Masculino,46,Administrador,Servicio al Cliente,22,44,9,5,8,1.0452523430932517,104088,7105,1,3,9,4,9,0,Sí,3.2307692307692304
2082,Femenino,53,Mecánico,Servicio al Cliente,2,44,1,9,3,1.1521040261573505,136649,5375,0,79,8,2,13,1,No,2.8269230769230766
2083,Masculino,31,Ingeniero,Recursos Humanos,0,30,13,5,10,4.434642698991017,54491,7790,2,55,5,1,13,0,Sí,3.1538461538461537
2084,Femenino,62,Administrador,Recursos Humanos,2,44,9,8,3,3.7889716711189867,111540,2471,1,29,4,4,9,0,No,1.865384615384615
2085,Masculino,61,Asistente de Vuelo,Operaciones,6,44,13,2,3,4.983724663592168,112452,6234,2,33,8,4,11,1,No,2.7884615384615383
2086,Masculino,54,Analista de Datos,Mantenimiento,2,44,9,3,6,1.0812509124868264,84818,4836,3,43,8,1,7,1,No,2.865384615384615
2087,Femenino,34,Supervisor,Recursos Humanos,2,30,4,3,6,4.396006204301278,111255,6288,2,68,8,2,5,2,No,3.423076923076923
2088,Masculino,62,Supervisor,Operaciones,3,44,13,3,3,3.784225317064974,72971,7595,0,64,2,1,0,0,Sí,2.615384615384615
2089,Femenino,62,Analista de Datos,Servicio al Cliente,30,30,12,6,6,3.561369725905972,65125,4337,0,52,7,0,12,0,No,3.749999999999999
2090,Masculino,58,Administrador,Operaciones,1,30,12,7,9,2.4261285024767356,126729,9701,1,69,9,4,13,0,No,3.6538461538461533
2091,Femenino,37,Agente de Tráfico,Operaciones,13,44,5,7,8,2.5069096591599145,139279,5150,0,32,3,3,12,1,No,2.865384615384615
2092,Femenino,43,Administrador,Operaciones,25,44,3,7,7,4.382244762041217,76831,8964,2,77,3,1,6,0,No,4.115384615384615
2093,Femenino,41,Administrador,Tecnología,1,44,7,3,7,3.8539355130451622,31969,5179,3,35,6,4,2,0,Sí,2.9038461538461533
2094,Femenino,62,Agente de Tráfico,Operaciones,30,30,2,1,8,3.681266321409244,133275,1778,3,17,7,4,8,1,Sí,3.999999999999999
2095,Masculino,48,Mecánico,Recursos Humanos,21,44,8,6,7,1.1225973137991092,73307,8780,1,50,3,1,8,0,No,3.3269230769230766
2096,Masculino,62,Asistente de Vuelo,Tecnología,9,44,9,3,3,1.7372785425548427,42628,272,3,56,9,3,3,0,Sí,3.2499999999999996
2097,Femenino,37,Administrador,Mantenimiento,19,30,6,3,8,4.85049784094804,112554,1501,1,43,5,4,1,2,No,4.192307692307692
2098,Femenino,55,Asistente de Vuelo,Operaciones,32,44,9,3,8,2.817484999160751,32601,6902,1,9,0,0,9,2,No,3.0576923076923075
2099,Femenino,53,Ingeniero,Finanzas,18,44,6,9,1,4.125572920896952,145880,7088,1,38,1,0,14,2,Sí,1.8653846153846152
2100,Masculino,47,Supervisor,Servicio al Cliente,24,44,3,4,10,2.5573009048896935,45639,3576,0,55,4,0,8,0,No,4.019230769230768
2101,Masculino,46,Supervisor,Servicio al Cliente,0,30,10,5,5,4.057291508572688,55312,7628,2,48,3,3,4,2,No,2.480769230769231
2102,Masculino,23,Agente de Tráfico,Tecnología,5,30,3,3,5,1.4768502724220443,89780,5727,0,57,2,2,10,1,Sí,3.865384615384615
2103,Masculino,33,Ingeniero,Servicio al Cliente,15,44,2,10,1,1.1685120785091905,88552,1281,3,75,5,0,14,2,Sí,2.9615384615384612
2104,Femenino,61,Supervisor,Servicio al Cliente,16,44,5,1,6,2.864706286082474,92786,9006,0,22,9,1,11,1,No,3.2115384615384612
2105,Femenino,30,Agente de Tráfico,Tecnología,12,30,13,4,6,3.36658478689798,89402,1269,1,6,5,2,7,1,No,2.4038461538461533
2106,Femenino,33,Administrador,Servicio al Cliente,12,44,14,1,4,2.2948075652257653,128911,4335,0,44,9,1,8,1,No,3.2499999999999996
2107,Masculino,47,Ingeniero,Operaciones,1,44,4,7,6,3.8640185119191135,134725,9343,0,54,7,3,10,0,No,2.8269230769230766
2108,Masculino,30,Mecánico,Mantenimiento,12,30,12,7,6,2.9832785955491365,100794,9929,3,54,1,0,0,1,No,3.4038461538461537
2109,Masculino,31,Ingeniero,Tecnología,13,44,6,4,1,4.713267390173771,65833,2254,2,76,6,4,10,0,No,4.076923076923077
2110,Femenino,53,Piloto,Finanzas,5,30,5,5,5,1.3399620699209156,91093,1575,1,37,6,0,2,1,No,2.4038461538461533
2111,Femenino,55,Supervisor,Tecnología,24,30,6,10,2,1.2662734576043202,103402,9024,0,18,1,3,6,0,No,1.9807692307692306
2112,Masculino,41,Ingeniero,Recursos Humanos,2,30,4,7,7,4.620487408987944,70021,9561,3,21,5,0,13,1,Sí,1.9999999999999998
2113,Femenino,60,Contador,Finanzas,17,30,14,6,9,3.676428531229636,60595,8759,3,10,4,0,1,1,Sí,2.615384615384615
2114,Masculino,23,Administrador,Recursos Humanos,2,44,13,4,9,3.6844731525261527,83478,3187,1,2,1,0,13,0,No,1.865384615384615
2115,Masculino,22,Mecánico,Tecnología,4,44,3,4,9,1.1102208891230645,35570,3283,3,18,8,3,3,2,No,2.884615384615384
2116,Femenino,57,Asistente de Vuelo,Recursos Humanos,23,44,1,2,7,4.750700901954392,81189,598,2,6,7,0,3,1,No,3.0192307692307687
2117,Masculino,45,Agente de Tráfico,Finanzas,27,30,5,10,7,4.087300223721864,48569,6411,3,33,6,4,6,1,No,3.5576923076923075
2118,Femenino,48,Contador,Operaciones,23,30,6,2,1,4.057259271225389,55572,8235,0,10,5,4,13,2,No,2.596153846153846
2119,Masculino,23,Contador,Tecnología,5,44,5,4,6,4.647718565388175,139074,1881,2,4,4,2,14,1,Sí,2.846153846153846
2120,Femenino,52,Mecánico,Tecnología,33,44,5,5,5,3.31261266436123,37505,3543,2,70,8,2,1,0,Sí,4.384615384615384
2121,Femenino,35,Agente de Tráfico,Servicio al Cliente,15,44,12,4,8,2.578665562255225,31179,6152,3,35,4,2,7,0,Sí,3.2115384615384612
2122,Femenino,23,Mecánico,Tecnología,5,30,6,3,8,2.922716674342002,116622,1883,1,4,5,2,7,1,No,2.4038461538461533
2123,Masculino,50,Asistente de Vuelo,Tecnología,17,30,4,2,4,4.108962813268624,127296,7356,1,55,2,4,12,1,Sí,3.4038461538461533
2124,Masculino,36,Agente de Tráfico,Operaciones,5,44,14,4,1,4.074919930055407,86087,8572,1,4,8,2,14,0,No,1.6538461538461537
2125,Femenino,33,Ingeniero,Servicio al Cliente,15,30,12,5,6,3.438346485710942,105648,5951,0,26,7,1,5,2,No,3.288461538461538
2126,Femenino,58,Supervisor,Mantenimiento,33,30,4,1,10,1.8723214398390047,57807,5762,3,26,8,3,3,1,Sí,4.499999999999999
2127,Masculino,49,Mecánico,Recursos Humanos,28,30,11,1,1,4.27553636538814,137828,6870,1,31,0,3,1,0,Sí,2.903846153846154
2128,Masculino,41,Asistente de Vuelo,Finanzas,3,44,13,6,5,3.5889662728407865,44416,2162,0,14,0,4,14,2,No,1.769230769230769
2129,Masculino,60,Administrador,Mantenimiento,13,44,8,5,5,1.8850480835796368,49128,1658,2,53,1,3,2,1,Sí,2.9615384615384617
2130,Femenino,45,Piloto,Servicio al Cliente,4,44,11,4,3,2.9225777990293484,32260,6582,1,19,3,3,2,1,No,1.923076923076923
2131,Masculino,42,Administrador,Operaciones,24,30,8,1,5,4.988825322991431,68888,8037,2,33,9,0,11,2,Sí,3.5384615384615383
2132,Masculino,31,Piloto,Finanzas,7,30,12,7,6,2.313519356321587,99034,2892,1,33,4,2,2,1,Sí,2.4038461538461533
2133,Femenino,35,Analista de Datos,Recursos Humanos,14,30,3,4,5,1.4662424590834036,148101,6043,3,45,6,2,3,1,No,3.1346153846153846
2134,Masculino,58,Ingeniero,Tecnología,18,44,7,3,1,1.086669668736672,35478,2982,2,20,3,0,14,0,No,2.096153846153846
2135,Masculino,39,Analista de Datos,Tecnología,10,44,5,7,7,1.7385294286417183,35798,9067,3,38,0,4,14,2,Sí,2.6538461538461537
2136,Masculino,45,Mecánico,Mantenimiento,19,44,5,2,3,1.7478652242548516,103633,7871,0,39,7,1,6,1,No,3.115384615384615
2137,Femenino,35,Mecánico,Recursos Humanos,17,44,12,10,7,4.4322737794652625,79357,3515,2,43,2,4,8,0,Sí,2.9038461538461533
2138,Femenino,55,Piloto,Servicio al Cliente,13,44,13,1,5,1.624618996790025,111231,7827,0,35,8,1,9,1,Sí,3.173076923076923
2139,Femenino,33,Agente de Tráfico,Recursos Humanos,15,44,3,4,3,4.450603767513722,35380,27,1,54,1,1,12,0,Sí,3.0961538461538463
2140,Femenino,43,Asistente de Vuelo,Operaciones,15,44,2,8,6,1.3468660337725584,113729,635,1,70,0,0,14,1,Sí,2.961538461538461
2141,Femenino,27,Contador,Mantenimiento,9,30,13,6,1,4.626577199402535,55475,2015,1,49,9,4,3,1,No,3.038461538461538
2142,Femenino,57,Mecánico,Mantenimiento,0,30,3,9,6,2.0254140076853497,71707,586,0,57,7,2,12,1,No,2.615384615384615
2143,Femenino,57,Analista de Datos,Operaciones,0,44,7,1,4,3.4459922479608123,61986,7525,1,73,2,4,6,1,No,3.173076923076923
2144,Masculino,43,Analista de Datos,Recursos Humanos,0,44,3,1,4,1.638908739115248,128011,3622,3,73,0,4,9,1,Sí,3.0576923076923075
2145,Masculino,35,Administrador,Operaciones,17,30,11,5,5,2.560222526694426,43164,7415,0,37,2,1,5,2,No,2.8269230769230766
2146,Femenino,37,Ingeniero,Finanzas,19,44,13,6,9,1.3430712187337979,57205,3470,0,23,7,1,9,2,No,3.384615384615384
2147,Masculino,57,Piloto,Operaciones,26,30,2,8,1,3.3181128170273695,138938,3714,2,73,3,2,8,2,Sí,3.192307692307692
2148,Masculino,46,Contador,Recursos Humanos,9,44,4,3,3,2.383509946112752,144606,2395,1,58,9,2,7,0,No,3.2115384615384612
2149,Femenino,53,Piloto,Operaciones,11,44,12,6,4,4.408600334448639,76804,3470,2,44,6,1,1,2,Sí,2.6538461538461533
2150,Masculino,54,Mecánico,Servicio al Cliente,27,44,5,3,2,1.727265913196911,59008,9474,0,25,7,4,2,1,No,3.192307692307692
2151,Masculino,57,Supervisor,Tecnología,31,44,13,8,9,2.119952257685247,72721,6900,2,64,6,1,5,1,Sí,4.23076923076923
2152,Masculino,41,Contador,Operaciones,23,30,7,4,7,1.709018709509174,75836,6562,3,10,0,3,4,2,Sí,3.115384615384615
2153,Masculino,39,Administrador,Tecnología,7,44,1,2,1,3.2552911209441207,108102,8582,1,49,3,3,1,0,No,2.538461538461538
2154,Masculino,59,Analista de Datos,Operaciones,25,30,14,9,9,1.4469887350499486,146984,5981,0,57,9,1,1,1,No,3.961538461538461
2155,Femenino,24,Administrador,Recursos Humanos,1,30,8,10,6,1.7574280210434194,67696,6132,2,33,8,2,4,0,No,2.1730769230769225
2156,Femenino,44,Mecánico,Finanzas,26,30,10,8,2,3.713959773768048,89075,1950,1,15,6,1,4,1,No,2.5961538461538463
2157,Femenino,53,Supervisor,Finanzas,33,30,3,6,1,1.2976581061437606,51533,2637,3,58,0,4,0,0,Sí,3.3076923076923075
2158,Masculino,37,Contador,Tecnología,5,30,14,3,6,3.972654688377918,83150,5967,1,0,7,3,14,0,Sí,2.25
2159,Femenino,26,Piloto,Recursos Humanos,8,30,11,2,7,1.4173339563376546,35934,6258,2,40,3,0,9,0,No,3.7115384615384612
2160,Masculino,25,Contador,Recursos Humanos,7,44,6,4,10,3.341955038335217,90303,8195,3,27,6,2,10,1,Sí,3.673076923076923
2161,Masculino,42,Analista de Datos,Recursos Humanos,11,30,4,4,6,4.991237822331794,112858,7906,0,14,5,0,2,1,No,2.3269230769230766
2162,Masculino,61,Piloto,Servicio al Cliente,27,44,14,1,7,1.6955716271560024,117170,4104,3,79,6,2,8,2,Sí,4.75
2163,Masculino,35,Ingeniero,Mantenimiento,14,44,5,9,6,2.0443452746652575,75579,7491,1,45,9,0,14,0,No,2.884615384615384
2164,Femenino,60,Piloto,Operaciones,18,44,10,10,8,4.593706615956211,132859,3538,0,31,9,0,9,0,No,2.9230769230769225
2165,Femenino,52,Asistente de Vuelo,Recursos Humanos,11,44,12,8,2,3.5051461380170874,134842,2747,1,38,0,1,12,1,Sí,1.8076923076923075
2166,Masculino,35,Supervisor,Recursos Humanos,1,30,6,7,9,2.970125195217243,86847,1674,0,64,5,2,2,0,Sí,3.173076923076923
2167,Femenino,27,Asistente de Vuelo,Recursos Humanos,9,30,2,6,9,3.2508203890801455,69324,9123,3,72,2,3,5,0,Sí,3.6538461538461533
2168,Masculino,33,Piloto,Finanzas,15,44,13,3,9,2.1819813785532887,81316,8316,0,74,9,0,5,1,Sí,4.634615384615383
2169,Femenino,37,Ingeniero,Recursos Humanos,19,30,3,4,7,4.421287127807654,117188,8065,1,10,3,1,1,1,No,2.673076923076923
2170,Femenino,38,Contador,Operaciones,8,30,8,2,9,3.981076100134115,118172,2865,2,69,0,4,6,1,No,3.788461538461538
2171,Masculino,44,Contador,Recursos Humanos,11,44,8,7,1,3.5698657293356617,126491,8450,2,33,9,2,8,1,Sí,2.269230769230769
2172,Femenino,35,Contador,Operaciones,9,30,1,2,3,4.726970392908539,134425,7026,2,49,7,2,8,1,Sí,3.0
2173,Masculino,28,Ingeniero,Servicio al Cliente,4,30,10,10,2,3.312443442170702,82025,9163,0,43,1,3,7,1,Sí,1.692307692307692
2174,Femenino,53,Mecánico,Mantenimiento,32,44,8,1,1,3.047508434181267,64218,8183,2,13,2,0,13,0,No,2.596153846153846
2175,Masculino,36,Piloto,Finanzas,4,30,11,6,5,4.902773609336032,100641,7801,2,71,6,1,4,1,No,3.019230769230769
2176,Masculino,38,Asistente de Vuelo,Operaciones,15,30,2,4,1,1.8240564530655465,133940,1146,1,24,1,0,7,2,Sí,1.8653846153846152
2177,Femenino,62,Supervisor,Tecnología,28,30,10,8,3,1.5678726927908184,129507,4684,3,67,3,1,8,0,No,3.3076923076923075
2178,Femenino,55,Supervisor,Servicio al Cliente,17,30,10,1,6,1.6491314781351338,69820,6801,0,49,6,3,0,2,Sí,3.7499999999999996
2179,Masculino,26,Piloto,Mantenimiento,8,44,13,9,6,4.957768032064784,121984,892,2,31,2,0,0,1,No,2.7499999999999996
2180,Femenino,48,Piloto,Mantenimiento,5,44,8,6,3,3.609004219590777,149179,4313,1,54,1,4,10,1,No,2.4423076923076916
2181,Femenino,44,Administrador,Mantenimiento,17,44,12,2,4,2.2236915275260527,82176,6828,0,77,7,3,12,0,Sí,4.038461538461538
2182,Masculino,61,Asistente de Vuelo,Operaciones,31,30,10,8,7,1.9959112173974223,52528,3623,1,24,1,3,4,1,Sí,3.0961538461538463
2183,Masculino,35,Analista de Datos,Servicio al Cliente,17,30,5,5,6,1.2265543603626874,81207,8038,3,78,9,2,6,0,No,4.596153846153846
2184,Femenino,36,Agente de Tráfico,Recursos Humanos,10,44,1,5,2,1.5277893148160304,32191,359,2,51,6,1,12,0,Sí,2.5961538461538463
2185,Masculino,62,Analista de Datos,Tecnología,25,30,8,5,9,4.632690325347147,56254,1488,0,55,2,0,8,1,No,3.749999999999999
2186,Masculino,54,Contador,Servicio al Cliente,27,44,12,7,6,3.989364242878359,77378,5760,0,21,3,1,8,0,No,2.8076923076923075
2187,Masculino,52,Supervisor,Servicio al Cliente,26,30,5,7,2,4.766238938015987,119752,290,2,46,5,3,13,0,Sí,3.057692307692307
2188,Femenino,56,Piloto,Servicio al Cliente,18,44,1,10,7,2.694923745820835,140878,4955,1,69,2,0,2,0,Sí,3.1346153846153846
2189,Femenino,38,Agente de Tráfico,Operaciones,20,44,4,7,10,3.404948984244841,73497,2113,3,50,0,4,0,1,No,3.846153846153846
2190,Masculino,49,Mecánico,Tecnología,19,30,13,10,10,2.934685035995962,138161,6940,0,65,7,1,2,0,Sí,3.8076923076923075
2191,Femenino,40,Supervisor,Operaciones,2,30,1,2,4,4.52554158595128,83880,5674,0,69,3,1,7,2,No,2.9230769230769234
2192,Masculino,44,Ingeniero,Tecnología,15,44,13,8,1,4.965527548691252,133994,6264,3,74,0,4,6,0,Sí,2.769230769230769
2193,Femenino,53,Asistente de Vuelo,Tecnología,28,44,9,1,10,4.731100830601478,116744,6335,0,64,1,3,4,0,No,4.634615384615384
2194,Masculino,61,Analista de Datos,Operaciones,14,30,10,2,9,3.3922233911304795,91470,5473,3,21,5,1,10,1,Sí,3.1538461538461537
2195,Masculino,34,Mecánico,Tecnología,16,30,2,7,10,1.2472079087528867,114931,1566,2,40,0,2,9,0,No,3.615384615384615
2196,Femenino,41,Piloto,Servicio al Cliente,0,30,8,4,8,3.4701064520885865,135923,479,3,76,8,2,11,1,Sí,3.6538461538461537
2197,Masculino,56,Mecánico,Operaciones,28,30,4,10,5,1.3881896861244636,54819,4892,3,46,6,0,14,0,No,3.0769230769230766
2198,Femenino,26,Administrador,Tecnología,8,44,9,10,3,1.5552858945427968,71099,5192,1,59,7,4,8,2,Sí,3.4999999999999996
2199,Femenino,30,Ingeniero,Mantenimiento,12,44,2,9,4,1.76537879275654,65216,7558,3,21,7,3,12,1,No,2.961538461538461
2200,Masculino,50,Ingeniero,Operaciones,9,44,12,9,3,2.453973684219028,129028,7097,2,3,5,2,3,2,Sí,1.4615384615384612
2201,Masculino,27,Agente de Tráfico,Finanzas,9,44,3,3,10,3.367145934601982,121676,1099,0,43,7,0,5,0,No,4.115384615384615
2202,Femenino,46,Contador,Operaciones,7,30,2,3,8,2.334214696694952,94469,2235,1,40,6,0,11,2,Sí,3.0384615384615383
2203,Masculino,52,Supervisor,Operaciones,34,30,10,9,5,2.8090684293441304,75219,8667,3,37,0,1,4,0,Sí,2.9423076923076925
2204,Masculino,43,Analista de Datos,Operaciones,24,44,14,10,8,1.189156132339737,46487,916,1,16,2,3,5,0,No,2.692307692307692
2205,Masculino,23,Administrador,Tecnología,5,30,5,8,1,3.4790312028976884,66815,4744,2,16,8,2,14,0,Sí,2.115384615384615
2206,Masculino,26,Supervisor,Operaciones,8,44,11,1,9,3.628127062023768,95598,4897,2,44,7,4,3,0,Sí,4.096153846153846
2207,Masculino,48,Supervisor,Finanzas,22,44,1,6,10,1.3975605921997922,64830,6190,0,45,4,1,2,0,No,3.6730769230769225
2208,Femenino,46,Agente de Tráfico,Recursos Humanos,24,44,12,7,3,4.140468623972792,123981,9551,2,7,0,2,14,0,No,1.9807692307692304
2209,Femenino,29,Ingeniero,Operaciones,11,44,3,8,1,3.5898382306479415,115485,1307,2,14,1,0,4,1,Sí,1.942307692307692
2210,Masculino,22,Asistente de Vuelo,Mantenimiento,4,30,1,2,3,2.9589177171254533,122338,2221,3,32,9,4,4,0,Sí,2.7884615384615383
2211,Masculino,41,Mecánico,Finanzas,23,30,10,1,2,3.211439496726184,69352,7474,2,48,9,0,13,0,Sí,3.8653846153846154
2212,Masculino,44,Piloto,Recursos Humanos,3,44,14,4,7,3.0121829382111827,85820,4974,2,9,8,1,10,0,Sí,2.2884615384615383
2213,Femenino,53,Asistente de Vuelo,Tecnología,19,44,8,1,10,1.215171774910936,83974,6114,2,61,9,4,1,2,No,4.769230769230768
2214,Masculino,32,Asistente de Vuelo,Operaciones,0,44,12,2,4,3.9405978437235345,111383,8894,0,54,7,4,9,2,Sí,3.0192307692307687
2215,Femenino,60,Contador,Recursos Humanos,25,30,4,3,7,3.047242547522147,110182,117,3,57,8,1,3,1,No,4.134615384615383
2216,Femenino,45,Contador,Mantenimiento,27,30,3,4,3,1.6912954139878327,42264,3263,3,62,1,0,12,2,Sí,3.519230769230769
2217,Femenino,32,Asistente de Vuelo,Finanzas,9,30,8,6,6,3.722923414987198,34833,5043,1,10,2,4,2,1,Sí,2.1538461538461533
2218,Masculino,50,Ingeniero,Finanzas,22,44,13,8,7,3.78026242424822,50030,4667,2,34,2,3,13,0,Sí,3.0
2219,Femenino,47,Supervisor,Tecnología,23,30,9,9,7,1.8539818776514263,138286,4618,1,3,0,3,6,0,No,2.25
2220,Masculino,37,Mecánico,Tecnología,12,44,8,4,5,4.185980290897772,109827,8963,1,65,1,0,4,1,Sí,3.0
2221,Femenino,56,Supervisor,Tecnología,28,30,6,1,6,2.8260189035240595,112049,6798,2,32,9,4,14,1,Sí,4.096153846153846
2222,Masculino,41,Supervisor,Recursos Humanos,23,30,14,5,3,1.7224384500282302,131319,1287,3,72,4,0,5,1,Sí,3.538461538461538
2223,Femenino,24,Supervisor,Operaciones,6,44,3,5,4,3.630480013252156,111361,7658,2,34,6,3,13,0,Sí,3.423076923076923
2224,Masculino,22,Mecánico,Servicio al Cliente,4,30,8,9,6,3.38690785813739,35290,9559,1,37,5,4,10,2,Sí,2.615384615384615
2225,Femenino,22,Mecánico,Finanzas,4,30,13,6,3,1.6816253032938198,145614,8047,0,77,1,4,14,0,No,3.846153846153846
2226,Masculino,38,Agente de Tráfico,Servicio al Cliente,9,44,5,5,7,4.489395599110671,130284,8290,1,56,7,0,6,1,Sí,3.2115384615384612
2227,Masculino,23,Analista de Datos,Finanzas,5,44,5,10,3,4.418137330825488,133829,1046,3,32,3,4,1,0,Sí,2.5192307692307687
2228,Masculino,50,Asistente de Vuelo,Tecnología,32,44,12,10,9,4.344978351424171,31819,5382,0,43,1,0,9,0,No,3.346153846153846
2229,Masculino,41,Agente de Tráfico,Operaciones,13,44,9,5,4,2.596911435852405,127304,5444,1,52,3,2,3,0,No,2.865384615384615
2230,Femenino,27,Agente de Tráfico,Operaciones,9,44,1,8,2,4.298491099025361,100643,3803,2,79,7,2,13,2,No,3.9615384615384612
2231,Femenino,29,Piloto,Finanzas,11,30,7,1,6,4.3791812335254825,42736,3755,3,19,0,3,14,2,No,3.4423076923076925
2232,Masculino,50,Contador,Recursos Humanos,16,30,8,5,9,4.986161088449205,56783,4482,0,62,8,3,5,0,Sí,4.115384615384615
2233,Femenino,54,Piloto,Tecnología,20,30,11,1,10,4.8304184726945945,41480,8797,3,50,7,1,2,0,No,4.249999999999999
2234,Masculino,24,Contador,Operaciones,6,30,10,7,10,2.531389340150817,67551,2169,1,13,7,2,5,1,No,3.5769230769230766
2235,Masculino,56,Analista de Datos,Operaciones,2,30,3,7,2,1.7928169993220973,65663,5419,3,34,9,2,9,0,No,2.0576923076923075
2236,Femenino,26,Administrador,Mantenimiento,8,44,8,10,4,2.169849571425503,48140,562,0,44,8,1,14,2,Sí,2.5769230769230766
2237,Masculino,48,Contador,Operaciones,7,30,1,8,5,2.9791249066635705,114247,6460,2,32,6,0,0,2,Sí,2.1538461538461533
2238,Masculino,33,Supervisor,Mantenimiento,15,30,8,7,9,4.221830535428449,138624,5938,0,60,8,2,7,0,No,4.4230769230769225
2239,Femenino,41,Contador,Operaciones,23,30,7,9,7,3.8919362229043797,49580,4000,3,71,0,2,9,2,Sí,3.5576923076923075
2240,Masculino,41,Mecánico,Operaciones,23,30,4,8,5,4.150851035245445,56793,8211,2,52,0,3,4,2,Sí,3.2692307692307687
2241,Masculino,30,Analista de Datos,Recursos Humanos,8,30,11,8,6,2.5197054919544084,66421,4637,2,77,3,1,13,2,Sí,3.0769230769230766
2242,Masculino,60,Agente de Tráfico,Recursos Humanos,31,44,7,3,9,1.987618577131812,78717,3960,3,77,1,1,13,0,No,4.576923076923076
2243,Masculino,25,Supervisor,Tecnología,7,44,10,10,4,1.096518694873839,139657,9515,0,49,7,3,13,1,Sí,2.6153846153846154
2244,Femenino,40,Administrador,Operaciones,21,44,14,4,2,3.5047344883153135,40619,3541,2,14,0,2,10,2,Sí,2.115384615384615
2245,Femenino,59,Analista de Datos,Tecnología,33,44,11,4,5,4.180150943332502,43147,3157,2,41,3,4,13,1,Sí,3.769230769230769
2246,Femenino,48,Agente de Tráfico,Tecnología,17,44,7,1,7,4.55656197636033,69022,5861,3,19,8,1,0,0,No,3.25
2247,Masculino,62,Ingeniero,Tecnología,18,30,13,6,4,2.904951533405561,99795,6548,2,67,1,2,13,1,Sí,3.1538461538461537
2248,Masculino,34,Analista de Datos,Tecnología,16,44,10,2,1,4.710583112829019,128718,7121,0,6,5,0,9,1,No,1.9807692307692306
2249,Femenino,34,Administrador,Finanzas,16,30,13,9,8,1.8096482465294343,58670,6836,2,65,3,1,9,1,Sí,3.346153846153846
2250,Masculino,43,Agente de Tráfico,Finanzas,11,30,12,1,5,3.0575124925781236,94127,7306,1,72,3,3,14,0,No,3.673076923076923
2251,Masculino,49,Mecánico,Operaciones,3,30,1,1,10,1.8550709794792564,124362,7177,2,22,5,1,10,0,Sí,2.9423076923076916
2252,Masculino,43,Contador,Finanzas,25,30,3,10,2,1.752302050343868,101873,1314,1,35,9,3,0,0,Sí,2.846153846153846
2253,Masculino,62,Piloto,Operaciones,4,44,7,6,3,4.813552528009407,38146,2426,0,11,3,0,10,0,No,1.3846153846153844
2254,Femenino,40,Administrador,Recursos Humanos,5,44,11,1,10,4.270962754920391,43787,939,1,22,8,2,9,2,No,3.269230769230769
2255,Femenino,29,Piloto,Servicio al Cliente,11,30,13,3,10,1.0471995857650582,77788,8429,2,10,7,3,14,0,Sí,3.173076923076923
2256,Femenino,29,Asistente de Vuelo,Mantenimiento,11,44,5,10,5,2.074051980553828,89179,8835,2,0,7,3,11,1,Sí,2.25
2257,Masculino,62,Contador,Finanzas,24,44,9,2,4,1.8205410042148915,61544,8376,3,76,4,0,2,1,Sí,3.884615384615384
2258,Femenino,47,Administrador,Finanzas,3,44,7,9,9,1.5885367205783703,73028,1830,3,38,5,4,5,0,Sí,2.7499999999999996
2259,Femenino,47,Analista de Datos,Recursos Humanos,29,44,3,5,9,3.78964971745857,82022,7887,2,69,0,1,1,2,No,4.211538461538461
2260,Masculino,44,Mecánico,Finanzas,14,44,1,6,8,3.267351325341867,55598,1785,2,30,0,4,7,2,Sí,2.846153846153846
2261,Masculino,62,Analista de Datos,Operaciones,25,30,5,2,2,2.8157382830004427,134556,9640,2,8,8,1,10,0,Sí,2.692307692307692
2262,Femenino,34,Ingeniero,Operaciones,10,30,14,8,5,1.757988233759257,128702,8029,2,55,3,0,9,2,No,2.538461538461538
2263,Femenino,49,Asistente de Vuelo,Servicio al Cliente,8,30,13,6,8,2.1104722251266264,90263,7490,0,17,2,0,6,1,No,2.1730769230769225
2264,Femenino,30,Mecánico,Servicio al Cliente,10,44,10,8,8,2.4244041960983713,50354,4577,2,58,4,4,10,2,Sí,3.307692307692307
2265,Femenino,41,Supervisor,Servicio al Cliente,1,44,13,8,7,4.141930743329217,136624,1381,1,66,8,0,1,2,No,2.9230769230769234
2266,Masculino,40,Agente de Tráfico,Operaciones,22,44,5,1,4,4.9567577342942775,56108,361,3,2,8,2,0,0,No,3.0
